placeInfo/name,id,placeInfo/numberOfReviews,placeInfo/rating,rating,text,lang,placeInfo/address,placeInfo/longitude,placeInfo/latitude,placeInfo/webUrl,placeInfo/website,placeInfo/addressObj/postalcode,subtype,description
Luxury Tours Saudi Arabia,21291607,1,5,5,"Loved the tour guides and hotels were great 
Highly recommend to any one want luxury tour in Saudi Arabia",en,"Olya St, Riyadh Al Khabra 33511 Saudi Arabia",43.54006757,26.0526571,https://www.tripadvisor.com/Attraction_Review-g17674289-d21291607-Reviews-Luxury_Tours_Saudi_Arabia-Riyadh_Al_Khabra_Al_Qasim_Province.html,https://saudiarabiatours.net/saudi-arabia-luxury-tours/,33511,Multi-day Tours,"Saudi Arabia Luxury Tour Packages, Luxury Tours
Saudi Arabia Luxury Tours are for travelers who want top quality services.
Our Packages:
5 Days Discovering Ancient Treasures of Saudi Arabia (Luxury)
7 Days Luxury Jeddah , Riyadh & Edge of The world Tour
8 Days Luxury Riyadh , Edge of The world & Jeddah Tour (Highly Recommended)
9 Days Riyadh, Edge of the World & Jeddah Luxury Tour (Best Selling)

"
TourDragon - Saudi Arabia Tours,24142218,4,5,5,"This is a location you shouldn't miss. It is a magic places, not too hard to reach even with the latest restriction put in place recently.
Be aware that you are in a location where the mobile network does not work. Keep with you a bottle of water and enjoy the place!",en,"Business Gate Qurtubah Area, Riyadh 11551, Abha 11551 Saudi Arabia",42.52303692,18.24096278,https://www.tripadvisor.com/Attraction_Review-g298542-d24142218-Reviews-TourDragon_Saudi_Arabia_Tours-Abha_Asir_Province.html,,11551,Multi-day Tours,"Saudi Arabia Tours dot net offers Top Saudi Arabia Tours Packages, customized tour packages and luxury packages. Ranked N1 Local Tour Operator. Secure payment. Licensed and insured."
Saudi Arabia Tours,19122730,84,5,5,"We went with Bandar for a private tour to the Edge of the World.
We had a great time. Bandar was amazing guide. All the time he was very polite, always concern about us and extremely attentive.
He had a tasty dinner with an implacable view. 
There is no an single small bad thing to say about this tour.",en,"Riyadh  , Olaya Street, Near to fasliyah, Al Olaya, Riyadh, Riyadh Riyadh  , Olaya Street, Near to fasliyah, Al Olaya, Riyadh Saudi Arabia",46.684359,24.68496148,https://www.tripadvisor.com/Attraction_Review-g293995-d19122730-Reviews-Saudi_Arabia_Tours-Riyadh_Riyadh_Province.html,https://saudiarabiatours.net/,"Riyadh  , Olaya Street, Near to fasliyah, Al Olaya, Riyadh",Historical & Heritage Tours,"Saudi Arabia Tours dot net offers Top Saudi Arabia Tours Packages, customized tour packages and luxury packages.
Ranked N1 Local Tour Operator. Secure payment. Licensed and insured."
My Saudi Tours,25075201,16,4.5,5,"새벽 3시 출발했음에도 불구하고 가이드가  친절하고 안전하게 안내해 주셔서 멋진 경험을 했습니다 .
사진도 많이 찍어 주셨습니다. ",ko,"City Center Riyadh, Riyadh 12211 Saudi Arabia",46.7284276,24.69227823,https://www.tripadvisor.com/Attraction_Review-g293995-d25075201-Reviews-My_Saudi_Tours-Riyadh_Riyadh_Province.html,https://mysauditours.com/,12211,City Tours,"Saudi Arabia Tours, We Offer You a Range of Saudi Tours to Show You the Best of Saudi Arabia Unfolding the Essence of the Country. Whether You Are Travelling With Your Family, Friends, Significant Other or on a Business Trip Alone, We Have the Tour for You. From Adventure Tours, Historical Tours to Nature Explorations We Have a Range of Tour Categories to Deliver You the Experience You Are Seeking"
Saudi Discovery,23844054,27,4,2,"I was disappointed with the half day city tour I took in Riyadh. The guide only provided transportation and spoke limited English, so I didn't receive much information or guidance during the tour. Additionally, I learned that entrance to the museums we visited was free, which made the tour seem quite overpriced for what was included. Based on my experience, I wouldn't recommend this particular tour. It would be better to visit the sites independently or find a tour with a guide who can provide more value.",en,"29th floor _ suite, 2901 Tower B, Al Olaya, Bldg. 3074 Prince Mohamed Bin Abdul Aziz road 12213, Saudi Arabia, Riyadh 12213 Saudi Arabia",,,https://www.tripadvisor.com/Attraction_Review-g293995-d23844054-Reviews-Saudi_Discovery-Riyadh_Riyadh_Province.html,https://saudidiscovery.com/,12213,Multi-day Tours,"Saudi Discovery is part of the DMC ARABIA GROUP, under Kurban Tours. Saudi Discovery is a specialist in Excursions & Multiday tour packages, we provide customized solutions for programs related to your travel needs to discover Saudi. We will assist you at every stage of planning your travel. We ensure highest quality of service for your incentive programs, conferences, meetings, across the globe."
Saudi Safari,20063267,10,3,3,"it is good to go if you are in a big group, much fun! The staff was very nice and everything We did enjoy the whole time. Prices are affordable, very good organization.",en,"Alfadhl, Jeddah 22363 Saudi Arabia",39.26625208,21.52213891,https://www.tripadvisor.com/Attraction_Review-g295419-d20063267-Reviews-Saudi_Safari-Jeddah_Makkah_Province.html,https://saudisafari.com/,22363,Safaris,"Saudi Safari is a tourism agency established in 2010, and is one of the pioneer tour operators in Saudi Arabia recognized by its professionalism, impressiveness, and creative itineraries that it provides."
seasafari,25230400,1,4,4,من أفضل القوارب الموجودة فى جدة مرسي البحر الأحمر . ومتوفر فى القارب غرفة ودورة مياه ، وكانت تجربة رائعه فى هذا القارب  ، ومؤسسه متخصصة في الرحلات البحرية في البحر الأحمر و معدات الصيد والتوصيل والفرى دايف  ,ar,"Almurjan, Jeddah 23714 Saudi Arabia",39.09677736,21.68626172,https://www.tripadvisor.com/Attraction_Review-g295419-d25230400-Reviews-Seasafari-Jeddah_Makkah_Province.html,http://www.longbreath.net,23714,Scuba & Snorkeling,seasafari for cruises . fishing trips . dinner trips .occasions . birthday . and swimming . and fishing tools are available
Season Tours سيزن للرحلات,18895860,1,5,5,"Amazing trip with them , unseen locations , safety more than enough , mr.tariq was the guide and he has a huge information about the region , geographically, historically and sometimes legendary local stories , I’m belong originally to Jazan region but I  feel how much I’m foreign one , as a visitor for Jazan for first time ",en,"King Abdulaziz st. AlMashaf Station, Jeddah 23421 Saudi Arabia",39.20242124,21.52008376,https://www.tripadvisor.com/Attraction_Review-g295419-d18895860-Reviews-Season_Tours-Jeddah_Makkah_Province.html,https://sa-season.com/,23421,Multi-day Tours,Seasons Tours is one of the leading Tour Operators in KSA. We are providing high-quality services to our valued guests within the Kingdom for Local and International Tourists
Nassif House Museum,319500,183,4.5,3,"It was fun to visit -- there was an exhibition on the first floor put on by students from the local traditional arts college about traditional Arab window screens (rawasheen). There wasn't a ton to see, and it would have been good to have more information about the house itself, though.",en,"Al Dhahab, Jeddah 22236 Saudi Arabia",39.187584,21.484102,https://www.tripadvisor.com/Attraction_Review-g295419-d319500-Reviews-Nassif_House_Museum-Jeddah_Makkah_Province.html,,22236,History Museums,"See a 700-year-old flag mast and a 15th-century cannon at this restored building, one of several crumbling structures preserved by the government."
Taif's Heart Mall,7640293,37,3.5,5,كل الشكر والتقدير للموظف فارس علي ردة الحارثي ع حسن تعامله وتجاوبه أسلوبه ذوق جدا راقي ف التعامل الله يوفقه ويكثر من امثاله بارك الله فيه يستحق التميز والتقدير تحياتي بالتوفيق والسداد دمتم سالمين ⭐️⭐️⭐️⭐️⭐️⭐️,ar,"7565 Abu Bakr As Siddiq Shubra, Taif 21944 Saudi Arabia",40.41885,21.28692,https://www.tripadvisor.com/Attraction_Review-g298553-d7640293-Reviews-Taif_s_Heart_Mall-Taif_Makkah_Province.html,http://www.taifsheart.com,21944,Gift & Specialty Shops,"Simply, an exciting place, where you and your family can shop, play, eat, and have splendid time meeting friends and colleagues, and take a walk across the long hallways. Taif's Heart Mall is the biggest mall in the city."
Xtreme Play,23138555,2,5,5,"I stayed in this hotel for few days , I liked very much all services were great I can advise everyone to stay in this hotel. 
room services/ housekeeping was great every thing was clean and outstanding and I want the thank Mrs Omar for his help and kindness he is a very professional .",en,"Prince Sultan Road Al Zahraa Sultan Mall-First Floor, Jeddah 21512 Saudi Arabia",39.14274,21.598804,https://www.tripadvisor.com/Attraction_Review-g295419-d23138555-Reviews-Xtreme_Play-Jeddah_Makkah_Province.html,http://www.xtremeplay.me,21512,Game & Entertainment Centers,"Situated in Jeddah, Saudi Arabia, we boast a massive 2600 SQM (28000 SQFT) of entertainment space. You can flip, fly, and jump through the air in our amazing arena! Your favorite family indoor trampoline park offers a Trampoline Arena, Basketball Corner, Volleyball Court, Giant Airbag, Mini Airbag, Inflatable Giant Slide, Inflatable Obstacle Course, Giant Spinner, Giant Slide, and much more!"
Honey Moon Events Gallery,23515055,2,5,5,"The place is pretty good and the perfumes and jewels were all so great 
I told all my family about it and i will come back to it again soon 👍🏻",en,"Anas Ibn Malik Rd, Al Malqa, Riyadh 13521 Almalqa Square, Riyadh Saudi Arabia",46.61598,24.80697,https://www.tripadvisor.com/Attraction_Review-g293995-d23515055-Reviews-Honey_Moon_Events_Gallery-Riyadh_Riyadh_Province.html,,,Gift & Specialty Shops,"Specialized in designing parties and events, with multiple departments for luxury gifts of perfumes, jewelry and fashion to turn your dreams into reality in a creative way..✨"
