name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,placeID,website,city,imageUrl,description,text_sentiment,subtype
"Kofi, the place",5.0,cafe shop,,24.7405593,46.835437,https://www.google.com/maps/place/%D9%83%D9%88%D9%81%D9%8A+%D8%A7%D9%84%D9%85%D9%83%D8%A7%D9%86+%D8%A7%D9%84%D8%B1%D8%BA%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x3e2fabaad1676c87:0xeaf8b6f34c0fa42e!8m2!3d24.7405593!4d46.835437!16s%2Fg%2F11h0wjdv_j!19sChIJh2xn0aqrLz4RLqQPTPO2-Oo?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Riccio | Ratio,3.7,cafe shop,,24.7020852,46.8350567,https://www.google.com/maps/place/%D8%B1%D9%8A%D8%B4%D9%8A%D9%88+%7C+Ratio%E2%80%AD/data=!4m7!3m6!1s0x3e2fa91e6a526395:0xb14396ae21df3e7f!8m2!3d24.7020561!4d46.834986!16s%2Fg%2F11kht0w1qd!19sChIJlWNSah6pLz4Rfz7fIa6WQ7E?authuser=0&hl=en&rclk=1,,,3,,,,,,,,cafe shops
Kyan,4.1,cafe shop,,24.7040625,46.8349375,https://www.google.com/maps/place/Kyan/data=!4m7!3m6!1s0x3e2fa9b724e03233:0x9a4b2034c3de877d!8m2!3d24.7040625!4d46.8349375!16s%2Fg%2F11q3vlylph!19sChIJMzLgJLepLz4RfYfewzQgS5o?authuser=0&hl=en&rclk=1,,,100,,,,,,,,cafe shops
Dunkin,4.3,cafe shop,,24.7305814,46.834839,https://www.google.com/maps/place/%D8%AF%D8%A7%D9%86%D9%83%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2fab4d99ad2bfd:0xaef81ad23407148d!8m2!3d24.7305814!4d46.834839!16s%2Fg%2F11tx9kv7sx!19sChIJ_SutmU2rLz4RjRQHNNIa-K4?authuser=0&hl=en&rclk=1,,,3,,,,,,,,cafe shops
Pioneers of how,3.0,cafe shop,,24.8154387,46.8348011,https://www.google.com/maps/place/%D8%B1%D9%88%D8%A7%D8%AF+%D8%A7%D9%84%D9%83%D9%8A%D9%81%E2%80%AD/data=!4m7!3m6!1s0x3e2e55a8f92a6933:0x6f6c4e41da8ac41a!8m2!3d24.8154387!4d46.8348011!16s%2Fg%2F11rq073jrm!19sChIJM2kq-ahVLj4RGsSK2kFObG8?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Fast,5.0,cafe shop,,24.7016507,46.834747,https://www.google.com/maps/place/Veloce/data=!4m7!3m6!1s0x3e2fa914ea67ac77:0x118716ce08f66c5d!8m2!3d24.7016507!4d46.834747!16s%2Fg%2F11sdr_hp3v!19sChIJd6xn6hSpLz4RXWz2CM4WhxE?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Hill,4.3,cafe shop,,24.7320433,46.8345351,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D9%86%D9%81%D8%AD%D8%A9+%D8%A7%D9%84%D9%87%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2fabf28c4deaf9:0x4a570c31695fcb77!8m2!3d24.7320433!4d46.8345351!16s%2Fg%2F11q8y5mryz!19sChIJ-epNjPKrLz4Rd8tfaTEMV0o?authuser=0&hl=en&rclk=1,,,65,,,,,,,,cafe shops
Cafe Rock,3.9,cafe shop,,24.7266215,46.8345276,https://www.google.com/maps/place/Cafe+Rock/data=!4m7!3m6!1s0x3e2faa02c51869d9:0x8e355b1e2d25004c!8m2!3d24.7266215!4d46.8345276!16s%2Fg%2F11c5b2jtt9!19sChIJ2WkYxQKqLz4RTAAlLR5bNY4?authuser=0&hl=en&rclk=1,,,72,,,,,,,,cafe shops
The roasting house warehouse,4.3,cafe shop,,24.674292,46.834431,https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D9%88%D8%AF%D8%B9+%D8%A8%D9%8A%D8%AA+%D8%A7%D9%84%D8%AA%D8%AD%D9%85%D9%8A%D8%B5%E2%80%AD/data=!4m7!3m6!1s0x3e2fa9a3f0fc42b3:0x4904e95951f79185!8m2!3d24.674292!4d46.834431!16s%2Fg%2F11j_2_cwr2!19sChIJs0L88KOpLz4RhZH3UVnpBEk?authuser=0&hl=en&rclk=1,,,4,,,,,,,,cafe shops
Abu Talal Council,3.0,cafe shop,,24.7123743,46.8343526,https://www.google.com/maps/place/%D9%85%D8%AC%D9%84%D8%B3+%D8%A7%D8%A8%D9%88+%D8%B7%D9%84%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2fa92766069107:0xd80f60dfbaba26fa!8m2!3d24.7123743!4d46.8343526!16s%2Fg%2F11s4_f34ty!19sChIJB5EGZiepLz4R-ia6ut9gD9g?authuser=0&hl=en&rclk=1,,,2,,,,,,,,cafe shops
Diwaniyah Qaboos Café,3.7,cafe shop,,24.8176314,46.8340004,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%8A+%D9%88%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D9%87+%D9%82%D8%A7%D8%A8%D9%88%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e2fab4feb8981e9:0x794010d7ba2ae4c8!8m2!3d24.8176314!4d46.8340004!16s%2Fg%2F11rzt441zc!19sChIJ6YGJ60-rLz4RyOQqutcQQHk?authuser=0&hl=en&rclk=1,,,19,,,,,,,,cafe shops
Ripped,4.7,cafe shop,,24.707535,46.8338771,https://www.google.com/maps/place/%D9%85%D8%B2%D8%A8%D9%88%D8%B7%E2%80%AD/data=!4m7!3m6!1s0x3e2fa931a6a930e7:0xbbbc820b6028be0!8m2!3d24.707535!4d46.8338771!16s%2Fg%2F11khzszmf1!19sChIJ5zCppjGpLz4R4IsCtiDIuws?authuser=0&hl=en&rclk=1,,,13,,,,,,,,cafe shops
Snow House juices,5.0,cafe shop,,24.7517869,46.8335951,https://www.google.com/maps/place/%D8%B9%D8%B5%D8%A7%D8%A6%D8%B1+%D8%A8%D9%8A%D8%AA+%D8%A7%D9%84%D8%AB%D9%84%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2fab45bfd8b1b9:0xe07491eff49f2194!8m2!3d24.7517869!4d46.8335951!16s%2Fg%2F11rqqj97rl!19sChIJubHYv0WrLz4RlCGf9O-RdOA?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Hala Al -Dala,2.0,cafe shop,,24.7829674,46.8335485,https://www.google.com/maps/place/%D8%AD%D9%84%D8%A7+%D8%A7%D9%84%D8%AF%D9%84%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2fab57fca4b0bf:0xda1b51b326db1b5!8m2!3d24.7829674!4d46.8335485!16s%2Fg%2F11pklsxv07!19sChIJv7Ck_FerLz4RtbFtMhu1oQ0?authuser=0&hl=en&rclk=1,,,2,,,,,,,,cafe shops
Festal Al -Kaif Legend Café,3.9,cafe shop,,24.680062,46.8334753,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%A3%D8%B3%D8%B7%D9%88%D8%B1%D8%A9+%D9%81%D9%86%D8%AC%D8%A7%D9%84+%D8%A7%D9%84%D9%83%D9%8A%D9%81%E2%80%AD/data=!4m7!3m6!1s0x3e2fa9aa18909935:0xfafedb81c5cbb1f3!8m2!3d24.680062!4d46.8334753!16s%2Fg%2F11fkvqs8jy!19sChIJNZmQGKqpLz4R87HLxYHb_vo?authuser=0&hl=en&rclk=1,,,31,,,,,,,,cafe shops
Kyan | Entity,3.9,cafe shop,,24.8186875,46.8334375,https://www.google.com/maps/place/kyan%7C%D9%83%D9%8A%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2e551ab8ef7855:0x7530ef95c7730f13!8m2!3d24.8186875!4d46.8334375!16s%2Fg%2F11rkp1t1vf!19sChIJVXjvuBpVLj4REw9zx5XvMHU?authuser=0&hl=en&rclk=1,,,124,,,,,,,,cafe shops
Diwaniya Nader Al Kif,4.2,cafe shop,,24.8568016,46.8333872,https://www.google.com/maps/place/%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D9%86%D8%A7%D8%AF%D8%B1+%D8%A7%D9%84%D9%83%D9%8A%D9%81%E2%80%AD/data=!4m7!3m6!1s0x3e2e55ff1ee45f23:0xfdbfa6e7a80430f6!8m2!3d24.8568016!4d46.8333872!16s%2Fg%2F11t1hgdmkt!19sChIJI1_kHv9VLj4R9jAEqOemv_0?authuser=0&hl=en&rclk=1,,,24,,,,,,,,cafe shops
Diwaniya eighth,3.8,cafe shop,,24.6802193,46.8333772,https://www.google.com/maps/place/Diwaniya+eighth/data=!4m7!3m6!1s0x3e2fa82e438c3db5:0x2fa71eea5162ae34!8m2!3d24.6802193!4d46.8333772!16s%2Fg%2F11c4bg_kzp!19sChIJtT2MQy6oLz4RNK5iUeoepy8?authuser=0&hl=en&rclk=1,,,70,,,,,,,,cafe shops
Kyan | entity,3.9,cafe shop,,24.8475517,46.8331905,https://www.google.com/maps/place/Kyan+%7C+%D9%83%D9%8A%D8%A7%D9%86%E2%80%8E%E2%80%8E%E2%80%8E%E2%80%8E%E2%80%AD/data=!4m7!3m6!1s0x3e2e55a1ee6fd41b:0x337ab48997b66980!8m2!3d24.8475517!4d46.8331905!16s%2Fg%2F11p61_7y15!19sChIJG9Rv7qFVLj4RgGm2l4m0ejM?authuser=0&hl=en&rclk=1,,,245,,,,,,,,cafe shops
Malath coffee,4.1,cafe shop,,24.9188138,46.8330202,https://www.google.com/maps/place/Malath+coffee/data=!4m7!3m6!1s0x3e2e57d243d9d789:0x6feffe0e4b60b923!8m2!3d24.9188138!4d46.8330202!16s%2Fg%2F11c1v3qrzd!19sChIJidfZQ9JXLj4RI7lgSw7-728?authuser=0&hl=en&rclk=1,,,24,,,,,,,,cafe shops
Diwaniya Cafe Raoud,4.0,cafe shop,,24.7103611,46.8326351,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D8%B1%D8%B9%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x3e2fa96b8e51ee29:0xd98ce2e86d02d779!8m2!3d24.7103611!4d46.8326351!16s%2Fg%2F11s3np_4r1!19sChIJKe5RjmupLz4RedcCbejijNk?authuser=0&hl=en&rclk=1,,,6,,,,,,,,cafe shops
H U Coffee,5.0,cafe shop,,24.9368942,46.8324562,https://www.google.com/maps/place/H+U+Coffee/data=!4m7!3m6!1s0x3e2ee3f4ffffffff:0xc8e749e11db38b9c!8m2!3d24.9368942!4d46.8324562!16s%2Fg%2F11km_mqzzv!19sChIJ______TjLj4RnIuzHeFJ58g?authuser=0&hl=en&rclk=1,,,17,,,,,,,,cafe shops
Valley Ding Café,3.6,cafe shop,,24.9187723,46.8321864,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%B1%D8%B0%D8%A7%D8%B0+%D8%A7%D9%84%D9%88%D8%A7%D8%AF%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2e57d23a507ba5:0xcd2b2b0590b9a3d1!8m2!3d24.9187723!4d46.8321864!16s%2Fg%2F11cs0slgr1!19sChIJpXtQOtJXLj4R0aO5kAUrK80?authuser=0&hl=en&rclk=1,,,572,,,,,,,,cafe shops
Redai Café,2.0,cafe shop,,24.9187734,46.8321828,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%8A+%D8%A7%D9%84%D8%B1%D8%AF%D8%A7%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2e57d71a947a7d:0x58b5dea486820cd2!8m2!3d24.9187734!4d46.8321828!16s%2Fg%2F11ry1yccd0!19sChIJfXqUGtdXLj4R0gyChqTetVg?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Gulf Sea session,4.5,cafe shop,,24.7803096,46.8321458,https://www.google.com/maps/place/%D8%AC%D9%84%D8%B3%D8%A9+%D8%A8%D8%AD%D8%B1+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2fab4212b18bfd:0x6535e7fda567b550!8m2!3d24.7803096!4d46.8321458!16s%2Fg%2F11k50v_krd!19sChIJ_YuxEkKrLz4RULVnpf3nNWU?authuser=0&hl=en&rclk=1,,,4,,,,,,,,cafe shops
Barnes Café,3.3,cafe shop,,24.7103401,46.8319283,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%A8%D8%A7%D8%B1%D9%86%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3e2fa9bc96e408ab:0xba0509e91e26dc49!8m2!3d24.7103401!4d46.8319283!16s%2Fg%2F11tjc4s3yw!19sChIJqwjklrypLz4RSdwmHukJBbo?authuser=0&hl=en&rclk=1,,,12,,,,,,,,cafe shops
Cookie Cofee,4.0,cafe shop,,24.6237364,46.8316136,https://www.google.com/maps/place/Cookie+Cofee/data=!4m7!3m6!1s0x3e2fa78e9e621aef:0x25b65a18ab0c6436!8m2!3d24.6237364!4d46.8316136!16s%2Fg%2F11f03w9l_c!19sChIJ7xpino6nLz4RNmQMqxhatiU?authuser=0&hl=en&rclk=1,,,4,,,,,,,,cafe shops
Moroccan coffee,4.3,cafe shop,,24.6077519,46.8311989,https://www.google.com/maps/place/%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x3e2fa778c690f6bb:0x6fcda30263737f75!8m2!3d24.6077519!4d46.8311989!16s%2Fg%2F11c1xm767y!19sChIJu_aQxninLz4RdX9zYwKjzW8?authuser=0&hl=en&rclk=1,,,31,,,,,,,,cafe shops
Arab coffee,4.2,cafe shop,,24.5703012,46.8308641,https://www.google.com/maps/place/%D9%82%D9%87%D9%88%D9%87+%D8%B9%D8%B1%D8%A8%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2fa1140d27a187:0xf472d5c9c8b070f6!8m2!3d24.5703012!4d46.8308641!16s%2Fg%2F11h3k_1rcr!19sChIJh6EnDRShLz4R9nCwyMnVcvQ?authuser=0&hl=en&rclk=1,,,47,,,,,,,,cafe shops
Moroccan Coffee,4.1,cafe shop,,24.6079112,46.8308638,https://www.google.com/maps/place/Moroccan+Coffee/data=!4m7!3m6!1s0x3e2fa778c700799d:0x7f676c7a3fe85a11!8m2!3d24.6079112!4d46.8308638!16s%2Fg%2F11c581hvc0!19sChIJnXkAx3inLz4REVroP3psZ38?authuser=0&hl=en&rclk=1,,,12,,,,,,,,cafe shops
Diwaniyah Coffee and Tea,4.1,cafe shop,,24.5703268,46.830835,https://www.google.com/maps/place/%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D9%82%D9%87%D9%88%D8%A9+%D9%88%D8%B4%D8%A7%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2fa0acbcdbfcab:0x2b2da13039523f56!8m2!3d24.5703268!4d46.830835!16s%2Fg%2F11c5sbpjb4!19sChIJq_zbvKygLz4RVj9SOTChLSs?authuser=0&hl=en&rclk=1,,,165,,,,,,,,cafe shops
Saad Eddir Express Saaddin Cafe,4.3,cafe shop,,24.7582484,46.8307793,https://www.google.com/maps/place/%D8%B3%D8%B9%D8%AF+%D8%A7%D9%84%D8%AF%D9%8A%D9%86+%D8%AC%D8%B1%D9%8A%D8%B1+%D8%A7%D9%83%D8%B3%D8%A8%D8%B1%D9%8A%D8%B3+Saadeddin+Cafe%E2%80%AD/data=!4m7!3m6!1s0x3e2fab06550e7aa7:0x48aa3ddcdb6d91f0!8m2!3d24.7582484!4d46.8307793!16s%2Fg%2F11q2350jtw!19sChIJp3oOVQarLz4R8JFt29w9qkg?authuser=0&hl=en&rclk=1,,,73,,,,,,,,cafe shops
Arabika Star,3.8,cafe shop,,24.8200779,46.8295001,https://www.google.com/maps/place/%D8%A7%D8%B1%D8%A8%D9%8A%D9%83%D8%A7+%D8%A7%D8%B3%D8%AA%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2e55f0049673f5:0xf7ef1f4bf7e78941!8m2!3d24.8200779!4d46.8295001!16s%2Fg%2F11tn_cfcfb!19sChIJ9XOWBPBVLj4RQYnn90sf7_c?authuser=0&hl=en&rclk=1,,,4,,,,,,,,cafe shops
Rawaa Najd Café for Arabic coffee,4.4,cafe shop,,24.8495312,46.8294254,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%B1%D9%88%D8%B9%D8%A9+%D9%86%D8%AC%D8%AF+%D9%84%D9%84%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2e556c5c62d7f9:0xcb5fcd6af612f1a0!8m2!3d24.8495312!4d46.8294254!16s%2Fg%2F11t2vh08dg!19sChIJ-ddiXGxVLj4RoPES9mrNX8s?authuser=0&hl=en&rclk=1,,,7,,,,,,,,cafe shops
Late night café,3.6,cafe shop,,24.8479031,46.8293483,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%AA%D8%A7%D9%84%D9%8A+%D8%A7%D9%84%D9%84%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2e55a619009b19:0xa653a647a5fc7625!8m2!3d24.8479031!4d46.8293483!16s%2Fg%2F11p6309cml!19sChIJGZsAGaZVLj4RJXb8pUemU6Y?authuser=0&hl=en&rclk=1,,,42,,,,,,,,cafe shops
Café and Diwaniya tea jug,4.2,cafe shop,,24.7064103,46.8291798,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%8A+%D9%88+%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D8%A5%D8%A8%D8%B1%D9%8A%D9%82+%D8%A7%D9%84%D8%B4%D8%A7%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f00ba9d7cad0b:0xdf4e0cdd7d114914!8m2!3d24.7064103!4d46.8291798!16s%2Fg%2F11hbg9yyb3!19sChIJC618nboALz4RFEkRfd0MTt8?authuser=0&hl=en&rclk=1,,,32,,,,,,,,cafe shops
Night Perfume Cafe,4.7,cafe shop,,24.7495296,46.8287459,https://www.google.com/maps/place/Night+Perfume+Cafe/data=!4m7!3m6!1s0x3e2fab6755078be3:0xdee268147556a9ac!8m2!3d24.7495296!4d46.8287459!16s%2Fg%2F11sn0j58wr!19sChIJ44sHVWerLz4RrKlWdRRo4t4?authuser=0&hl=en&rclk=1,,,9,,,,,,,,cafe shops
Triki break,5.0,cafe shop,,24.8803027,46.8283231,https://www.google.com/maps/place/%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9+%D8%AA%D8%B1%D9%8A%D9%83%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2e57448b28b04d:0xbe594c47e9d5ecbf!8m2!3d24.8803027!4d46.8283231!16s%2Fg%2F11s1wy6j5c!19sChIJTbAoi0RXLj4Rv-zV6UdMWb4?authuser=0&hl=en&rclk=1,,,5,,,,,,,,cafe shops
Which coffee,3.4,cafe shop,,24.5748675,46.8278094,https://www.google.com/maps/place/Kaas+Coffee/data=!4m7!3m6!1s0x3e2fa75680f64cb9:0x5bedb36f6089b434!8m2!3d24.5748675!4d46.8278094!16s%2Fg%2F11f3n1h9vm!19sChIJuUz2gFanLz4RNLSJYG-z7Vs?authuser=0&hl=en&rclk=1,,,74,,,,,,,,cafe shops
Diwaniyah Ashkel,4.1,cafe shop,,24.8435874,46.8273884,https://www.google.com/maps/place/%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D8%A3%D8%B4%D9%83%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2e5520a8f1af51:0x26d8b84073482aec!8m2!3d24.8435874!4d46.8273884!16s%2Fg%2F11llqmvvs8!19sChIJUa_xqCBVLj4R7CpIc0C42CY?authuser=0&hl=en&rclk=1,,,379,,,,,,,,cafe shops
4Twins Coffee | Fortovins,3.6,cafe shop,,24.8443054,46.8271054,https://www.google.com/maps/place/4twins+Coffee+%7C+%D9%81%D9%88%D8%B1%D8%AA%D9%88%D9%8A%D9%86%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3e2e5518e7a16d37:0xb59e45245e6514c2!8m2!3d24.8443054!4d46.8271054!16s%2Fg%2F11s4gv69kd!19sChIJN22h5xhVLj4RwhRlXiRFnrU?authuser=0&hl=en&rclk=1,,,19,,,,,,,,cafe shops
MusicBeans Specialty Cafe,4.8,cafe shop,,24.7830087,46.8268294,https://www.google.com/maps/place/MusicBeans+Specialty+Cafe/data=!4m7!3m6!1s0x3e2fabbdcfb4c923:0x44dc2974dc00449e!8m2!3d24.7830087!4d46.8268294!16s%2Fg%2F11rylf8msj!19sChIJI8m0z72rLz4RnkQA3HQp3EQ?authuser=0&hl=en&rclk=1,,,39,,,,,,,,cafe shops
Blue cafe,3.8,cafe shop,,24.6773238,46.8259936,https://www.google.com/maps/place/Blue+cafe/data=!4m7!3m6!1s0x3e2fa9dfab96b047:0xcdd294fef0d7f38!8m2!3d24.6773238!4d46.8259936!16s%2Fg%2F11g0sqqthm!19sChIJR7CWq9-pLz4ROH8N708p3Qw?authuser=0&hl=en&rclk=1,,,256,,,,,,,,cafe shops
CAIROKEE COFFEE,4.5,cafe shop,,24.6767186,46.8258823,https://www.google.com/maps/place/%D9%83%D8%A7%D9%8A%D8%B1%D9%88%D9%83%D9%8A+%D9%83%D8%A7%D9%81%D9%8A%D9%87+Cairokee+Coffee%E2%80%AD/data=!4m7!3m6!1s0x3e2fa9056f5fcd0b:0xb5645e8867789e9e!8m2!3d24.6767186!4d46.8258823!16s%2Fg%2F11h18w_02y!19sChIJC81fbwWpLz4Rnp54Z4heZLU?authuser=0&hl=en&rclk=1,,,63,,,,,,,,cafe shops
Lavanda Cafe (specialized coffee),5.0,cafe shop,,24.8455936,46.8256181,https://www.google.com/maps/place/%D9%84%D8%A7%D9%81%D9%88%D9%86%D8%AF+%D9%83%D8%A7%D9%81%D9%8A%D9%87+Lavande+Cafe+%28%D9%82%D9%87%D9%88%D8%A9+%D9%85%D8%AE%D8%AA%D8%B5%D9%87%29%E2%80%AD/data=!4m7!3m6!1s0x3e2e5575a209c24f:0xf81d8105e8f3acab!8m2!3d24.8455936!4d46.8256181!16s%2Fg%2F11txpv18dp!19sChIJT8IJonVVLj4Rq6zz6AWBHfg?authuser=0&hl=en&rclk=1,,,3,,,,,,,,cafe shops
One guy coming,4.2,cafe shop,,24.7747387,46.8253973,https://www.google.com/maps/place/%D8%AC%D8%A7%D9%8A+%D9%88%D8%A7%D8%AD%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x3e2fab74da50101d:0x9740a88c65a91baf!8m2!3d24.7747387!4d46.8253973!16s%2Fg%2F11s4zdjpsv!19sChIJHRBQ2nSrLz4RrxupZYyoQJc?authuser=0&hl=en&rclk=1,,,5,,,,,,,,cafe shops
Wind break,5.0,cafe shop,,24.8263887,46.8253338,https://www.google.com/maps/place/%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%8A%D8%AD%E2%80%AD/data=!4m7!3m6!1s0x3e2e5517067db7a3:0x9c33796f0970efcf!8m2!3d24.8263887!4d46.8253338!16s%2Fg%2F11gyxjnyl_!19sChIJo7d9BhdVLj4Rz-9wCW95M5w?authuser=0&hl=en&rclk=1,,,12,,,,,,,,cafe shops
The four partners 4p coffee,4.3,cafe shop,,24.7193246,46.8253205,https://www.google.com/maps/place/%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A7%D8%A1+%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9+4P+Coffee%E2%80%AD/data=!4m7!3m6!1s0x3e2fa94c3d24c787:0xdf0a5f7eb6794d31!8m2!3d24.7193246!4d46.8253205!16s%2Fg%2F11n5n33_w4!19sChIJh8ckPUypLz4RMU15tn5fCt8?authuser=0&hl=en&rclk=1,,,472,,,,,,,,cafe shops
The ruins,3.3,cafe shop,,24.8193093,46.8250957,https://www.google.com/maps/place/Al+atlal/data=!4m7!3m6!1s0x3e2eff642b3be4e9:0xdaaab6c807ae0ddc!8m2!3d24.8193093!4d46.8250957!16s%2Fg%2F11c2pk2khb!19sChIJ6eQ7K2T_Lj4R3A2uB8i2qto?authuser=0&hl=en&rclk=1,,,1109,,,,,,,,cafe shops
MONETA CAFFEE,4.0,cafe shop,,24.8494564,46.824425,https://www.google.com/maps/place/MONETA+CAFFEE/data=!4m7!3m6!1s0x3e2eff1c44f8174d:0x53a229ab6421d9ca!8m2!3d24.8494564!4d46.824425!16s%2Fg%2F11q4m1vb1v!19sChIJTRf4RBz_Lj4RytkhZKspolM?authuser=0&hl=en&rclk=1,,,37,,,,,,,,cafe shops
Pitcher Speciality Coffee and Baker,4.2,cafe shop,,24.7542258,46.8240581,https://www.google.com/maps/place/Pitcher+Speciality+Coffee+and+Bakery+%D8%A8%D8%AA%D8%B4%D8%B1+%D9%82%D9%87%D9%88%D8%A9+%D9%85%D8%AE%D8%AA%D8%B5%D8%A9+%D9%88%D9%85%D8%AE%D8%A8%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3e2f013fc70e5c55:0x505ea32b6f0fa851!8m2!3d24.7542258!4d46.8240581!16s%2Fg%2F11kj0b44_p!19sChIJVVwOxz8BLz4RUagPbyujXlA?authuser=0&hl=en&rclk=1,,,12,,,,,,,,cafe shops
Labdera break,4.8,cafe shop,,24.9055925,46.8234224,https://www.google.com/maps/place/%D8%A5%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9+%D9%84%D8%A8%D8%AF%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ef9e30f7c1e5f:0x397f329083c44da1!8m2!3d24.9055925!4d46.8234224!16s%2Fg%2F11h_rpwvfx!19sChIJXx58D-P5Lj4RoU3Eg5Ayfzk?authuser=0&hl=en&rclk=1,,,4,,,,,,,,cafe shops
Public,4.5,cafe shop,,24.7473125,46.8233125,https://www.google.com/maps/place/Public/data=!4m7!3m6!1s0x3e2f01d21840475d:0x877536968aa3531c!8m2!3d24.7473125!4d46.8233125!16s%2Fg%2F11qbf6942f!19sChIJXUdAGNIBLz4RHFOjipY2dYc?authuser=0&hl=en&rclk=1,,,184,,,,,,,,cafe shops
Voltage cafe,4.2,cafe shop,,24.6989566,46.8232554,https://www.google.com/maps/place/Voltage+cafe/data=!4m7!3m6!1s0x3e2f07d77f9d99bd:0x5049be014166d0e9!8m2!3d24.6989566!4d46.8232554!16s%2Fg%2F11t7t728ht!19sChIJvZmdf9cHLz4R6dBmQQG-SVA?authuser=0&hl=en&rclk=1,,,5,,,,,,,,cafe shops
Coffee Morocco,4.6,cafe shop,,24.6119525,46.8230186,https://www.google.com/maps/place/Coffee+Morocco/data=!4m7!3m6!1s0x3e2f08299cf82595:0xcacdf99a4f040f78!8m2!3d24.6119525!4d46.8230186!16s%2Fg%2F11c5b34n8t!19sChIJlSX4nCkILz4ReA8ET5r5zco?authuser=0&hl=en&rclk=1,,,35,,,,,,,,cafe shops
Feeling coffee,3.0,cafe shop,,24.6120388,46.8228621,https://www.google.com/maps/place/Feeling+coffee/data=!4m7!3m6!1s0x3e2f09f4467ec87b:0xa8bbd2c464980511!8m2!3d24.6120388!4d46.8228621!16s%2Fg%2F11sx0fcsbn!19sChIJe8h-RvQJLz4REQWYZMTSu6g?authuser=0&hl=en&rclk=1,,,2,,,,,,,,cafe shops
